hotel,fooditems
the-chicken-dinesty-chandrasekharpur-bhubaneshwar,"['chicken biryani', 'chicken', 'kebabs', 'biryani', 'kebab']"
delhi-highway-sakinaka,['paneer']
yolkshire-kothrud,"['pasta', 'eggs']"
bling-it-on-hotel-marrion-kharabela-nagar-bhubaneshwar,"['lamb', 'mutton', 'chicken fajita', 'mexican rice', 'pasta', 'chicken', 'custard']"
mainland-china-nayapalli-bhubaneshwar,"['mutton', 'fish', 'curd', 'pudding', 'chicken', 'custard']"
pier-57-jagadamba-junction-vizag,"['chicken', 'chicken fry', 'paneer', 'kebab']"
leiden-peelamedu,"['chicken', 'sandwich', 'mayonnaise']"
cafe-upper-crust-vastrapur,"['sandwich', 'kebab', 'fish', 'coffeee', 'pasta', 'cake', 'chicken', 'pizzas', 'hot sauce']"
meezzaah-ashok-nagar,['sandwich']
pizza-by-the-bay-churchgate,"['cake', 'pizzas']"
rolls-mania-maharana-pratap-nagar,"['allo', 'chicken', 'mughlai']"
poshtic-chandigarh-industrial-area,"['pasta', 'chicken', 'salad']"
courtallam-border-rahmath-kadai-t-nagar,['gravy']
sams-momos-new-palasia,"['chicken', 'momos']"
mini-punjabs-pind-ks-rao-nagar,"['tikka', 'chicken', 'paneer']"
banana-leaf-vijay-nagar,"['sambhar', 'chocolate dosa']"
cafe-coffee-day-hazratganj,['coffeee']
culture-kitchen-calangute,"['fish', 'prawn curry']"
pandal-cake-shop-lalbagh,"['cake', 'chicken', 'the filling']"
spice-goa-mapusa,"['fish', 'chicken']"
republic-of-noodles-candolim,"['lamb', 'fish', 'chicken']"
mamagoto-banjara-hills,"['cake', 'chicken']"
shiraz-golden-restaurant-unit-4-bhubaneshwar,"['tikka', 'chicken', 'mutton', 'chicken biryani', 'biryani']"
idlicious-baner,"['sambhar', 'chutney']"
malva-restaurant-patia-bhubaneshwar,"['tikka', 'fish', 'mutton', 'paneer']"
burger-king-sector-35,"['chicken', 'mutton']"
food-palace-vijay-nagar,"['kebabs', 'biryani', 'kebab']"
hotel-moonlight-nirala-bazar,"['gravy', 'mutton']"
basil-with-a-twist-t-nagar,['allo']
kool-break-hazratganj,"['chilli chicken', 'chicken', 'paneer']"
barbeque-nation-connaught-place-new-delhi,"['lamb', 'tikka', 'gravy', 'mutton', 'salad', 'kebab', 'chilly garlic sauce', 'allo', 'fish', 'paneer', 'curd', 'pudding', 'biryani', 'cake', 'chicken', 'kebabs', 'kheer']"
chokhi-dhani-tonk-road,"['gravy', 'dal baati', 'allo', 'kheer', 'bati', 'pasta', 'chicken', 'chutney']"
365-dishes-sayajigunj,"['chicken curry', 'chicken biryani', 'paneer', 'chicken lollipop', 'biryani', 'paneer butter masala', 'chicken']"
pind-balluchi-connaught-place-new-delhi,"['tikka', 'gravy', 'mutton', 'salad', 'kebab', 'mango lassi', 'fish', 'chicken biryani', 'mughlai', 'paneer', 'chicken soup', 'white sauce', 'biryani', 'mix veg raita', 'chapati', 'chicken', 'kebabs', 'chutney']"
cafe-wtf-prem-nagar,"['pasta', 'white sauce']"
handi-restaurant-mi-road,"['gravy', 'tikka', 'roasted chicken', 'mutton', 'chicken masala', 'kebab', 'jeera rice', 'chicken soup', 'mughlai', 'paneer', 'curd', 'shahi paneer', 'chapati', 'chicken', 'kebabs', 'chutney']"
kamat-restaurant-lawsons-bay-vizag,"['chicken lollipop', 'fish curry', 'fish', 'biryani', 'chicken']"
dosa-plaza-patia-bhubaneshwar,"['paneer salad', 'mayonnaise', 'coconut chutny', 'paneer', 'salad']"
blueline-the-promenade-white-town,"['pasta', 'tikka', 'cake']"
le-chateau-white-town,"['pasta', 'white sauce', 'fish']"
pind-balluchi-lodipur,['kheer']
hungry-head-hindpiri,['pasta']
nite-bites-sector-45-gurgaon,"['chicken', 'paneer', 'momos']"
oka-open-kitchen-at-astoria-ranjit-avenue,['chicken']
grasswood-cafe-chandpole,"['sandwich', 'salad', 'coffeee']"
twenty-three-baga,['chicken']
the-cellar-mahanagar,['chicken']
china-town-bhangagarh,['chicken']
the-mad-house-caf�-gulbai-tekra,"['cake', 'omelette', 'chicken', 'sandwich', 'chicken pie']"
abar-baithak-jodhpur-park,"['chicken tortilla', 'sandwich', 'salad', 'peanut', 'fish', 'coffeee', 'caramel sauce', 'pudding', 'cake', 'chicken', 'chicken nuggets', 'chicken sandwich', 'custard']"
seasonal-tastes-the-westin-hitech-city,"['cake', 'salad']"
hyderabadi-biryani-house-vijay-nagar,"['chicken', 'mutton', 'chicken biryani', 'biryani']"
best-buddys-cafe-rajpur,"['pasta', 'fish']"
the-caf�-jw-jw-marriott-sector-35,"['tikka', 'mutton', 'salad', 'fish', 'coffeee', 'cake', 'biryani', 'pasta', 'chicken', 'chutney', 'tomato chutney']"
rajdhani-thali-park-street-area,"['sambar', 'mughlai', 'paneer', 'bati', 'stew', 'chapati', 'poha', 'summer dream', 'chutney']"
mcdonalds-sector-35,"['chicken', 'paneer', 'fish', 'chicken nuggets']"
black-pepper-restaurant-rajpur,"['chilli chicken', 'tikka', 'fish', 'paneer', 'pepper chicken', 'cake', 'paneer butter masala', 'chicken']"
24-carrot-mg-road,['paneer']
mocha-bodakdev,"['tikka', 'roasted chicken', 'chicken fry', 'chicken wings', 'kebab', 'fish', 'paneer', 'coffeee', 'pasta', 'sandwich', 'cookie', 'biryani', 'cake', 'pudding', 'chicken', 'pizzas', 'kebabs']"
barbeque-nation-ulubari,"['fish', 'mutton', 'paneer', 'stew']"
aaira-park-street-area,"['tikka', 'gravy', 'mutton', 'salad', 'kebab', 'fish', 'mughlai', 'paneer', 'chutney', 'rosa', 'biryani', 'cake', 'paneer butter masala', 'kebabs', 'chicken', 'stew']"
ambrai-amet-haveli-pichola,"['tikka', 'mutton', 'kebab', 'fish', 'paneer', 'coffeee', 'sandwich', 'biryani', 'cake', 'chicken', 'kebabs']"
haribhavanam-hotel-peelamedu,"['gravy', 'chicken fry', 'fish', 'pepper chicken', 'mutton', 'biryani', 'fish curry', 'chicken']"
smokin-joe-s-parijat-nagar,"['chicken', 'pizzas', 'roasted chicken', 'salad']"
atom-saibaba-colony,"['tikka', 'chicken', 'paneer']"
froth-on-top-balmatta,"['salad', 'chilli sauce', 'white sauce', 'pasta', 'chicken', 'chicken nuggets']"
empire-restaurant-koramangala-5th-block,"['chicken', 'kebabs', 'kebab']"
wok-grill-vyttila,"['gravy', 'momos', 'manchow', 'fish', 'chicken soup', 'chicken', 'mayonnaise']"
jaiwana-haveli-rooftop-restaurant-chandpole,"['gravy', 'coffeee']"
Yorricks,"['chicken', 'pizzas', 'chicken pizza']"
freshco-the-health-caf�-vadiwadi,['paneer']
bakers-castle-arera-colony,['cake']
pot-de-fusion-goregaon-east,"['paneer', 'biryani']"
eatongo,"['poha', 'paneer']"
pizza-hut-jayalakhsmipuram,"['pasta', 'pizzas']"
veg-aroma-anand-wali-goan,"['gravy', 'misal pav', 'paneer']"
lot-like-crepes-koramangala-7th-block,['chicken']
yello-pratap-nagar,"['cake', 'eggs', 'sandwich', 'chicken', 'stuffed egg']"
copa-cabana-wakad,"['jeera rice', 'fish curry', 'fish', 'paneer', 'chicken']"
jassi-de-parathe-prahlad-nagar,"['chutney', 'curd', 'paneer', 'kebab', 'biryani']"
yummy-kabab-ghar-fraser-road-area,"['chicken', 'kebabs', 'kebab', 'chicken roll']"
el-chico-civil-lines,"['sandwich', 'salad', 'fish', 'chicken biryani', 'coffeee', 'biryani', 'cake', 'chicken', 'chicken sandwich']"
sasuma-nanpura,"['salad', 'custard']"
kamdhenu-sweets-confectionery-restaurant-civil-lines,['cake']
shreemaya-celebration-rajendra-nagar,['cake']
la-benito-vadiwadi,['pizzas']
hibiscus-civil-lines,['paneer']
tadka-gutaiya,"['paneer', 'coffeee']"
hotel-hanuman-bhavathi,"['poha', 'sambar']"
chawlas-2-lawrence-road,['chicken']
taste-of-china-chandrasekharpur-bhubaneshwar,"['lamb', 'chicken', 'gravy', 'chicken lollipop']"
ardor-connaught-place-new-delhi,"['lamb', 'tikka', 'gravy', 'mutton', 'kebab', 'fish', 'mughlai', 'paneer', 'chutney', 'pepper chicken', 'cookie', 'shahi paneer', 'chicken', 'pizzas', 'chicken pizza']"
ajays-delhi-wala-sweet-home-gandhipuram,['paneer']
cafe-soul-square-bodakdev,"['mutton', 'fish', 'coffeee', 'sandwich', 'pasta', 'pizzas']"
mama-loca-new-palasia,['pasta']
les-aliz�s-palais-de-mahe-white-town,"['gravy', 'mutton', 'appam']"
dr-juice-chittor-road,"['sandwich', 'chutney', 'salad']"
pizza-italia-lawrence-road,['pizzas']
amer-bakery-hut-arera-colony,"['cake', 'chicken', 'salad']"
ebony-mg-road,['paneer']
soup-stop-dwaraka-nagar-vizag,"['chilli chicken', 'chicken', 'puris', 'fish']"
cozinha-de-goa-mvp-colony-vizag,"['fish', 'biryani', 'chicken', 'paneer']"
alav-new-palasia,"['tikka', 'paneer']"
goodies-cafeteria-vadiwadi,"['cake', 'lemon rice']"
palamuru-grill-madhapur,['mutton']
cock-ra-co-rs-puram,"['chicken', 'roasted chicken', 'chicken masala']"
bon-barbecue-tajganj,"['tikka', 'chicken', 'mutton']"
gufha-restaurant-doora,"['manchow', 'manchow soup', 'chicken', 'paneer', 'kebab']"
the-restaurant-trident-bhubaneshwar-nayapalli-bhubaneshwar,"['tikka', 'gravy', 'coffeee', 'pasta', 'chicken', 'prawn curry']"
blue-fox-kondapur,"['eggs', 'chicken curry', 'fish', 'chicken', 'salad']"
the-motorcycle-diaries-kottukuppam,"['omelette', 'sandwich']"
forennte-koregaon-park,"['cake', 'chicken', 'cookie', 'chicken pizza']"
cocoa-tree-panampilly-nagar,"['sandwich', 'chicken wings', 'salad', 'coffeee', 'cake', 'cookie', 'pasta', 'pudding', 'chicken', 'pizzas']"
zest-bodakdev,"['omelette', 'sandwich', 'salad', 'fish', 'paneer', 'coffeee', 'biryani', 'pasta']"
sharma-tea-sector-1-salt-lake,"['allo', 'chutney', 'khasta kachori']"
barbeque-nation-town-hall,"['tikka', 'mutton', 'salad', 'fish', 'paneer', 'pudding', 'cake', 'chicken']"
latest-recipe-le-meridien-neelambur,"['cake', 'pudding']"
the-punjabi-essence-restaurant-chukkuwala,"['gravy', 'tikka', 'chicken', 'paneer']"
priya-restaurant-kharabela-nagar-bhubaneshwar,"['chapati', 'paneer butter masala', 'paneer']"
dunkin-donuts-rajpur,['coffeee']
grand-hotel-restaurant-mg-road,"['gravy', 'mutton', 'appam', 'manchow', 'prawn curry', 'fish', 'chicken biryani', 'paneer', 'pepper chicken', 'manchow soup', 'biryani', 'prawns masala', 'spaghetti bolognese', 'fish curry', 'chicken', 'eggs']"
flechazo-marathahalli,"['fish', 'mutton', 'paneer', 'chicken', 'biryani']"
house-on-fire-vaishali-nagar,"['tikka', 'mutton', 'kebab', 'mughlai', 'paneer', 'chicken', 'kebabs', 'paneer butter masala']"
gajalee-sea-food-kadri,"['tikka', 'fish', 'pudding', 'chicken', 'custard']"
dominos-pizza-tilak-nagar,['pizzas']
nautanki,"['cake', 'allo', 'chicken', 'tikka']"
the-gallery-siripuram-vizag,"['pasta', 'bati', 'coffeee']"
the-little-next-door-kalyani-nagar,['cake']
slice-of-spice-kacherippady,"['gravy', 'chicken', 'chicken shawarm', 'biryani', 'chutney']"
green-lemon-chandpole,"['poha', 'sandwich']"
de-baga-deck-baga,['chicken']
the-tamarind-tree-civil-lines,['coffeee']
chutneys-banjara-hills,"['tikka', 'sambar', 'paneer', 'chutney', 'sambhar', 'paneer dosa']"
cafe-el-chico-civil-lines,"['pasta', 'white sauce', 'coffeee']"
ofen-banjara-hills,"['omelette', 'sandwich', 'pasta', 'cake', 'chicken', 'pan cake']"
ali-baba-41-dishes-panampilly-nagar,"['chicken curry', 'mutton', 'fish', 'chicken roast', 'biryani', 'chicken']"
wanna-puff-rau,"['sandwich', 'coffeee', 'pizzas']"
aroma-restaurant-ulubari,['chicken']
appledelight,['coffeee']
the-birdsong-hill-road-bandra-west,"['cake', 'carrot cake', 'coffeee']"
sheroes-hangout-tajganj,"['white sauce', 'allo', 'paneer', 'coffeee', 'cutlet', 'pasta']"
william-johns-pizza-bhawar-kuan,"['pasta', 'salad']"
skyz-restaurant-banquet-prahlad-nagar,['cake']
cafe-carpentine-kakkanad,"['chicken', 'sandwich', 'chicken sandwich']"
peter-cat-park-street-area,"['kebab', 'fish', 'mughlai', 'shrimps', 'chicken', 'mutton', 'allo', 'coffeee', 'biryani', 'mayonnaise', 'kebabs', 'chicken pakora', 'tikka', 'gravy', 'chicken seekh kabab', 'eggs', 'paneer', 'omelette', 'salad', 'fish kebab', 'chicken soup', 'cutlet', 'chicken roast', 'cake', 'prawn curry']"
ashoka-restaurant-sadar,"['tikka', 'mutton', 'salad', 'kebab', 'mughlai', 'chicken biryani', 'biryani', 'chicken', 'kebabs']"
the-yogisthaan-cafe-indiranagar,['salad']
zaitoon-adyar,"['chicken', 'mayonnaise']"
the-project-cafe,"['pasta', 'allo', 'sandwich', 'cake', 'coffeee']"
kesar-da-dhabha-town-hall,"['gravy', 'allo', 'dal fry', 'kheer', 'paneer', 'chana masala', 'shahi paneer', 'kadai paneer']"
ratti-lals-aminabad,"['chutney', 'spicy potato']"
farzi-cafe-connaught-place-new-delhi,"['lamb', 'tikka', 'gravy', 'mutton', 'kebab', 'appam', 'salad', 'fish', 'paneer', 'pasta', 'sandwich', 'chilli chicken', 'shahi paneer', 'cake', 'chicken', 'raj kachori', 'chutney', 'biryani']"
tea-villa-cafe-hill-road-bandra-west,['coffeee']
nanking-may-fair-sadar,"['manchow', 'manchow soup']"
oye-balle-balle-panchavati,"['tikka', 'mutton', 'paneer', 'biryani']"
exotica-yerawada,['pasta']
the-burger-junction-edappally,"['sambhar', 'chicken', 'biryani']"
zinq-sadar,"['pasta', 'fish', 'pizzas']"
sree-annapoorna-sree-gowrishankar-hotels-town-hall,['sambar']
brewbakes-jagmohan-nagar-bhubaneshwar,"['pizzas', 'coffeee']"
hotel-ravisha-continental-civil-lines,"['mutton', 'manchow', 'paneer', 'manchow soup', 'chicken', 'chutney']"
tandoor-pallimukku,"['gravy', 'appam', 'paneer', 'pudding', 'karahi chicken', 'chicken']"
between-2-breads-maharana-pratap-nagar,['sandwich']
bikanervala-sector-26,['raj kachori']
skylit-radisson-blu-hindpiri,['fish']
global-barbeque-peelamedu,"['cake', 'fish', 'chicken']"
38-barracks-connaught-place-new-delhi,"['tikka', 'kebab', 'fish', 'paneer', 'pasta', 'chicken']"
99-north-restaurant-patia-bhubaneshwar,"['chicken', 'gravy']"
green-food-court-vijay-nagar,"['sambhar', 'chutney', 'coffeee']"
kumar-sweets-and-restaurant-ballupur,['raj kachori']
paradise-perungudi,"['chicken', 'mutton', 'biryani']"
amazo-bistro-bodakdev,"['tikka', 'salad', 'manchow', 'paneer', 'mexican rice', 'pasta']"
caravela-vivanta-by-taj-candolim,['cake']
cafe-bake-well-south-tukoganj,"['cake', 'coffeee']"
flava-by-pass-road-north,['paneer']
crisp-cafe-nungambakkam,"['cake', 'peanut', 'chicken', 'salad', 'allo']"
jugaad-jn-patia-bhubaneshwar,['mango drink']
olive-bistro-jubilee-hills,"['roasted chicken', 'chicken wings', 'salad', 'fish', 'pasta', 'cake', 'chicken pizza', 'chicken']"
ajs-benaulim,"['sandwich', 'chicken wings', 'eggs', 'chicken', 'pizzas', 'hot sauce']"
sri-krishna-tiffin-room-1-lakshmi-mills,"['chutney', 'appam']"
bake-n-shake-vijay-nagar,"['pasta', 'chicken', 'sandwich', 'coffeee']"
lets-eat-meat-saibaba-colony,"['chicken', 'kebabs', 'kebab']"
barbeque-nation-sitabuldi,"['mutton', 'kebab', 'fish', 'biryani', 'pasta', 'chicken', 'kebabs']"
kfc-prince-anwar-shah-road,['chicken']
beyond-coffee-jubilee-hills,['coffeee']
paragon-edappally,"['chicken curry', 'mutton', 'kebab', 'appam', 'tikka', 'salad', 'chicken pie', 'fish', 'chicken biryani', 'allo', 'biryani', 'fish curry', 'cake', 'chapati', 'chicken', 'kebabs', 'chicken soup', 'custard']"
sagar-ratna-gomti-nagar,"['lamb', 'coffeee']"
bake-my-wish-lawsons-bay-vizag,"['omelette', 'chicken', 'sandwich', 'chutney']"
mirchi-and-mime-powai,"['tikka', 'gravy', 'mutton', 'kebab', 'fish', 'chicken biryani', 'paneer', 'biryani', 'chicken']"
fattoush-bannerghatta-road,"['biryani', 'salad']"
tinas-cafe-gokulam,['chapati']
zaitoon-velachery,"['fish', 'chicken']"
cafe-lota-pragati-maidan-new-delhi,"['fish', 'mughlai', 'poha', 'chicken', 'lamb', 'mutton', 'coffeee', 'biryani', 'sarson ka saag', 'fish curry', 'tikka', 'gravy', 'chicken wings', 'appam', 'paneer', 'cutlets', 'stew', 'chutney', 'makki ki roti', 'omelette', 'tamarind fish', 'cutlet', 'cake', 'prawn curry']"
kababish-diwalipura,"['tikka', 'gravy', 'kebab', 'mughlai', 'biryani', 'chicken', 'kebabs']"
toit-indiranagar,"['fish', 'pizzas', 'onion rings', 'chicken']"
dhe-puttu-edappally,"['chicken curry', 'mutton', 'salad', 'appam', 'omelette', 'fish', 'the filling', 'chicken roast', 'ragi puttu', 'cake', 'fish curry', 'chicken']"
breakfast-7-11-sector-56-gurgaon,"['omelette', 'salad', 'allo', 'eggs', 'paneer', 'coffeee', 'sambhar', 'poha']"
bappamas-kodailbail,['appam']
green-restaurant-gomti-nagar,"['tikka', 'biryani']"
hotel-arrunnachala-peelamedu,['chicken']
mathsya-egmore,['sambar']
casa-bella-vista-pizzeria-sector-10,['cake']
zeebop-majorda,"['gravy', 'chicken', 'chicken masala', 'fish']"
hotel-rrr-mysore-chamrajpura,"['chilli chicken', 'mutton', 'sambar', 'chicken biryani', 'curd', 'biryani', 'chicken', 'chutney']"
cakes-n-craft-old-palasia,['cake']
makhan-fish-and-chicken-corner-basant-nagar,"['tikka', 'gravy', 'mutton', 'fish', 'paneer', 'chutney', 'paneer butter masala', 'chicken']"
rangrezz-restaurant-agra-cantt,"['chilli chicken', 'tikka', 'mutton', 'kebab', 'kheer', 'mughlai', 'paneer', 'biryani', 'cake', 'chicken', 'kebabs']"
pandit-tagore-road,['paneer']
aster-pathardi-phata,"['chicken', 'coffeee']"
jungle-jamboree-connaught-place-new-delhi,"['kebab', 'fish', 'mughlai', 'chicken', 'chicken pizza', 'custard', 'moong dal', 'mutton', 'manchow', 'biryani', 'shahi paneer', 'mayonnaise', 'raj kachori', 'kebabs', 'tikka', 'chicken wings', 'paneer', 'manchow soup', 'pasta', 'pizzas', 'chutney', 'salad', 'cake']"
home-chef-dadar-shivaji-park,"['cake', 'tikka', 'gravy', 'paneer', 'chicken']"
the-old-monkeys-cafe-jakhan,"['chicken', 'sandwich']"
brewberrys-the-coffee-bar-patia-bhubaneshwar,"['pasta', 'sandwich', 'coffeee']"
ming-garden-lanka,"['gravy', 'mushroom gravy']"
cafe-coffee-day-golambar,['coffeee']
moti-mahal-delux-sri-krishnapuri,"['chicken', 'chutney']"
bean-box-cafe-mohan-nagar,"['cake', 'chicken']"
kismoor-panaji,"['fish', 'chicken']"
taaza-thindi-jayanagar,"['cake', 'chutney', 'coffeee', 'stew']"
sea-inn-raju-gaari-dhaba-rushikonda-vizag,"['chicken curry', 'mutton', 'fish', 'chicken biryani', 'sambhar', 'curd', 'biryani', 'chicken', 'prawn curry']"
MumbaiTiffin,"['curd', 'paneer', 'salad', 'chutney']"
ambrosia-bliss-connaught-place-new-delhi,"['chilly garlic sauce', 'gravy', 'mutton', 'chicken wings', 'salad', 'kebab', 'white sauce', 'allo', 'chicken pizza', 'fish', 'mughlai', 'paneer', 'momos', 'cake', 'biryani', 'pasta', 'corn curry', 'chicken', 'pizzas', 'kebabs', 'paneer butter masala']"
cawnpore-1857-the-landmark-hotel-mall-road,"['chicken', 'mutton', 'biryani']"
kokni-darbar-panchavati,['biryani']
nanking-vijay-nagar,"['chicken', 'chicken wings', 'momos']"
haldiram-foods-dharampeth,"['raj kachori', 'sandwich']"
golden-dragon-athwa,['chicken']
chaayos-connaught-place-new-delhi,"['chicken samosa', 'sandwich', 'paneer', 'coffeee', 'the filling', 'cake', 'chicken', 'chutney']"
exotica-banjara-hills,"['fish', 'kebab']"
mylai-karpagambal-mess-mylapore,"['curd', 'sambar', 'lemon rice']"
bigwich-sector-9,"['sandwich', 'salad']"
fusion-cafe-chandrasekharpur-bhubaneshwar,"['chicken', 'sandwich', 'paneer', 'coffeee', 'biryani']"
fozzies-pizzaiolo-1-bodakdev,"['pasta', 'chicken', 'pizzas', 'chicken pizza', 'paneer']"
mysore-cafe-athwa,['sandwich']
thssurat,"['kebabs', 'kebab']"
bikanervala-banjara-hills,"['cutlet', 'curd', 'raj kachori', 'cutlets']"
dens-pizza-piplod,['pizzas']
tandoor-restaurant-civil-lines,"['chicken', 'chicken pie']"
shap-food-restaurant-vyttila,"['fish curry', 'chicken', 'fish', 'appam', 'sambhar']"
the-great-wall-chinese-restaurant-agra-cantt,['chicken']
zaafaroon-vadiwadi,"['sambar', 'chutney', 'coffeee']"
dak-bunglow-zirakpur,"['manchow', 'manchow soup', 'pizzas', 'salad']"
the-corner-courtyard-hazra,"['lamb', 'sandwich', 'chicken wings', 'salad', 'allo', 'fish', 'coffeee', 'chicken pizza', 'cake', 'chicken', 'pizzas', 'chicken sandwich', 'chicken soup', 'cholate']"
yo-china-sigra,['paneer']
the-yellow-chilli-city-centre,['chicken']
paradise-waltair-uplands-vizag,"['manchow', 'manchow soup', 'chicken', 'chicken biryani', 'biryani']"
the-upper-housee-pakhowal-road,"['chilli chicken', 'chicken', 'mutton', 'red kadai chicken']"
whistlingduck,"['chicken curry', 'kebab', 'mutton', 'salad', 'momos', 'fish', 'pasta', 'cake', 'chicken', 'kebabs']"
the-blue-door-cafe-khan-market-new-delhi,"['omelette', 'sandwich', 'salad', 'white sauce', 'eggs', 'pasta', 'cake', 'chicken', 'fish']"
zam-zam-fast-food-peer-gate-area,['chicken']
the-old-house-chamrajpura,"['pasta', 'coffeee']"
gyan-vaishnav-ashok-nagar,"['dal fry', 'kheer', 'paneer', 'shahi paneer']"
roof-rasoi-restaurant-caf�-hotel-samridhi-bhuwana,"['pasta', 'paneer']"
loveforsalad-prahlad-nagar,"['pasta', 'sandwich', 'salad', 'bread sandwich']"
sagar-ratna-kodailbail,"['curd', 'chutney', 'sambar']"
reflexion-the-majestic-suites-hotel-rajarhat-new-town,"['tikka', 'mutton', 'kebab', 'fish', 'paneer', 'biryani', 'chicken', 'subha']"
dazzle-best-western-merrion-ranjit-avenue,['chicken']
latitude-vivanta-by-taj-gomti-nagar,['chicken']
samrat-restaurant-chanakya-bnr-hotel-kanka,['gravy']
south-east-gandhipuram,"['salad', 'fish', 'kebabs', 'biryani', 'kebab']"
singh-saaab-di-rasoi-piplod,"['chicken', 'paneer']"
hot-chocolate-race-course,"['pasta', 'white sauce', 'sandwich', 'cake', 'pizzas']"
the-cherry-tree-cafe-hazratganj,"['cake', 'pasta', 'pudding', 'coffeee']"
kfc-sector-8,['chicken']
hakka-vijay-nagar,['chicken']
cafe-durga-nirala-bazar,['coffeee']
smoke-n-oven-kadri,['pizzas']
madhuban-restaurant-welcome-hotel-rama-international-cidco,"['chicken', 'eggs']"
sharma-dhaba-ballygunge,"['tikka', 'gravy', 'mutton', 'kebab', 'dal fry', 'paneer', 'curd', 'chicken', 'kebabs', 'chutney']"
legacy-of-bombay-fidalgo-panaji,"['paneer', 'coffeee']"
kabila-restaurant-hathibarkala-salwala,"['tikka', 'chicken', 'dal baati', 'stew']"
waffles-thru-the-day-adyar,['coffeee']
burrito-boys-bodakdev,"['chicken', 'chicken wings', 'paneer']"
dosa-cafe-dashaswmedh-road,"['paneer', 'appam', 'chocolate dosa']"
eastwest-radisson-hotel-nadesar,"['chilli paneer', 'paneer']"
pizza-hut-calangute,['pizzas']
millets-of-mewar-pichola,['cookie']
dusk-2-dawn-madhapur,"['chicken', 'paneer']"
thakkaaram-vyttila,"['kai pola', 'chicken', 'pudding', 'gravy']"
the-fatty-bao-linking-road-bandra-west,"['allo', 'chicken']"
kfc-ulubari,['chicken']
6-ballygunge-place-ballygunge,"['chicken curry', 'gravy', 'mutton', 'allo', 'prawn curry', 'fish', 'rosa', 'cutlet', 'kheer', 'chicken fry', 'prawn malai curry', 'chicken', 'chutney']"
dinepost9-marathahalli,['chicken']
roots-cafe-in-the-park-sector-29-gurgaon,"['moong dal', 'omelette', 'sandwich', 'sambar', 'salad', 'tikka', 'allo', 'peanut', 'eggs', 'coffeee', 'pasta', 'kheer', 'pudding', 'biryani', 'cake', 'poha', 'pizzas', 'carrot cake', 'chicken']"
giri-manjas-bhavathi,"['fish curry', 'fish', 'chutney']"
eggsunday-kadri,['salad']
sheesh-mahal-alkapuri,"['tikka', 'paneer']"
natraj-dining-hall-restaurant-city-centre,"['dal baati', 'salad', 'kheer', 'bati', 'chutney', 'custard']"
kasha-ki-aasha-white-town,['salad']
puffizza-gurukul,"['gravy', 'paneer', 'white sauce', 'cake', 'pasta', 'pizzas']"
cafextasi,"['pasta', 'pizzas']"
knock-knockk-1-kadri,"['lamb', 'cake', 'fish', 'sandwich', 'chicken']"
yellow-sapphire-hindpiri,"['mutton', 'salad', 'paneer', 'biryani', 'chicken', 'paneer butter masala']"
amitas-delhi-darbar-arera-colony,['fish']
hola-besant-nagar,['chicken']
flypmtv-connaught-place-new-delhi,"['lamb', 'tikka', 'mutton', 'chicken wings', 'kebab', 'salad', 'allo', 'peanut', 'paneer', 'coffeee', 'chutney', 'white sauce', 'sandwich', 'biryani', 'pasta', 'chicken', 'pizzas', 'gulabjamun', 'chicken pizza', 'cake', 'chicken nuggets']"
that-place-alkapuri,"['pasta', 'chicken', 'pizzas']"
the-all-american-diner-lodhi-colony-new-delhi,"['lamb', 'omelette', 'sandwich', 'salad', 'white sauce', 'fish', 'coffeee', 'the filling', 'pasta', 'pizzas', 'stuffed egg', 'cake', 'chicken', 'pan cake', 'eggs']"
taste-of-china-bapuji-nagar-bhubaneshwar,"['chilli chicken', 'chicken', 'paneer']"
the-cascade-restaurant-peelamedu,"['lamb', 'gravy', 'chicken soup', 'chicken lollipop', 'chicken', 'fish']"
taruveda-bistro-civil-lines,"['chicken wings', 'salad', 'allo', 'jeera rice', 'fish', 'coffeee', 'pasta', 'chicken teriyaki', 'cake', 'chicken']"
the-bagel-shop-carter-road-bandra-west,"['chicken', 'chicken soup', 'salad', 'coffeee']"
mr-brown-gomti-nagar,"['cake', 'pasta', 'sandwich']"
ci-gusta-lakshmi-mills,['pizzas']
tinku-everfresh-vijay-nagar,"['pizzas', 'sandwich', 'chutney', 'coffeee']"
gokul-oottupura-marine-drive,"['appam', 'coffeee']"
KalikaHut,['mughlai']
persia-darbar-jogeshwari,"['tikka', 'mutton', 'kebab', 'salad', 'mughlai', 'chicken lollipop', 'biryani', 'chicken']"
mainland-china-gomti-nagar,"['lamb', 'cake', 'chicken']"
tunday-kababi-mall-road,"['chicken', 'kebabs', 'biryani', 'kebab', 'chutney']"
roche-restaurant-sarabha-nagar,['chicken']
mughal-khaan-dum-dum,"['tikka', 'mutton', 'salad', 'kebab', 'chicken biryani', 'mughlai', 'biryani', 'chicken', 'kebabs']"
real-deepak-punjabi-dhaba-ram-nagar-vizag,"['tikka', 'chicken', 'paneer']"
diners-pavilion-gachibowli,"['lamb', 'mutton', 'kebab', 'salad', 'paneer', 'biryani', 'chicken']"
rasavid-karapakkam,"['paneer butter masala', 'chicken', 'biryani', 'paneer']"
kapoors-cafe-whitefield,"['kadai paneer', 'paneer']"
mcdonalds-1-maharana-pratap-nagar,['chicken']
pallkhi-restaurant-hampankatta,"['manchow', 'chicken', 'chicken biryani', 'biryani']"
